document_id,title,href
864AD46E8D20CFCF06258A78006871BE,Ley del Digesto Jurídico Nicaragüense de la Materia de Medio Ambiente y Recursos Naturales,/Normaweb.nsf/xpNormaJuridica.xsp?documentId=864AD46E8D20CFCF06258A78006871BE&action=openDocument
8C1DA12EAB7A2D3F06258AC100558B83,"Texto Consolidado, Decreto-Ley Nº. 1320, Creación de Reservas Naturales en el Pacifico de Nicaragua",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=8C1DA12EAB7A2D3F06258AC100558B83&action=openDocument
882944434932FD6C06258AC10056497C,"Texto Consolidado, Ley N°. 738, Ley que Declara y Define El Sistema de los Cayos Perlas Como Refugio de Vida Silvestre",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=882944434932FD6C06258AC10056497C&action=openDocument
D8CDA26441D041BE06258AC1005765B8,"Texto Consolidado, Ley N°. 941, Ley Creadora de la Comisión Nacional de Registro y Control de Sustancias Tóxicas (CNRCST)",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=D8CDA26441D041BE06258AC1005765B8&action=openDocument
10CF7B394A7719C006258AC10057DF30,"Texto Consolidado, Ley N°. 217, Ley General del Medio Ambiente y los Recursos Naturales",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=10CF7B394A7719C006258AC10057DF30&action=openDocument
9A451A285C36D2E806258AC100587AE0,"Texto Consolidado, Ley Nº. 462, Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=9A451A285C36D2E806258AC100587AE0&action=openDocument
98A5DCFED890F26406258AC10059A596,"Texto Consolidado, Decreto Ejecutivo N°. 43-91, Declaración de la Reserva Biológica Marina Cayos Mískitos y Franja Costera Inmediata",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=98A5DCFED890F26406258AC10059A596&action=openDocument
486CB7FD66EFEDD806258AC1005A1BA2,"Texto Consolidado, Ley N°. 276, Ley de Creación de la Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL)",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=486CB7FD66EFEDD806258AC1005A1BA2&action=openDocument
311FC5CEB247FA7406258AC1005A8494,"Texto Consolidado, Ley N°. 722, Ley Especial de Comités de Agua Potable y Saneamiento",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=311FC5CEB247FA7406258AC1005A8494&action=openDocument
6CA2D92D6D03AB8B06258AC1005AE219,"Texto Consolidado, Ley Nº. 833, Ley que Declara y Define los Límites de la Reserva de Biosfera de la Isla de Ometepe",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=6CA2D92D6D03AB8B06258AC1005AE219&action=openDocument
C5D3A7A9B4C225E106258AC1005B482C,"Texto Consolidado, Decreto Ejecutivo N°. 32-97, Reglamento General para el Control de Emisiones de los Vehículos Automotores de Nicaragua",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C5D3A7A9B4C225E106258AC1005B482C&action=openDocument
1918A318653F080806258AC1005C393B,"Texto Consolidado, Decreto Ejecutivo N°. 66-99, Actualización y Precisión de Categorías y Límites de las Áreas Protegidas Ubicadas en el Territorio del Sureste de Nicaragua",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=1918A318653F080806258AC1005C393B&action=openDocument
E7321B0FA4262C9406258AC1005CA2B9,"Texto Consolidado, Decreto Ejecutivo Nº. 8-2005, De Creación del Comité Nacional del Hombre y la Biosfera",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=E7321B0FA4262C9406258AC1005CA2B9&action=openDocument
C1B3EC7B6480137206258AC1005D1AF3,"Texto Consolidado, Decreto Ejecutivo N°. 03-2019, Decreto, Reglamentando el Procedimiento para la Aprobación e Implementación de los Incentivos Forestales",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C1B3EC7B6480137206258AC1005D1AF3&action=openDocument
3337D11E0DAFE09B06258AC1005DC635,"Texto Consolidado, Decreto Ejecutivo Nº. 91-2005, De Política Nacional para la Gestión Integral de Sustancias y Residuos Peligrosos",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=3337D11E0DAFE09B06258AC1005DC635&action=openDocument
0B27DA3D8139FAB606258AC1005E3C3F,"Texto Consolidado, Decreto Presidencial N°. 15-2021, Decreto de Creación del Sistema Nacional de Gestión del Cambio Climático y Establecimiento de los Principios y Lineamientos de la Política Nacional de Cambio Climático",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=0B27DA3D8139FAB606258AC1005E3C3F&action=openDocument
76BDD1358CF1735D06258AC1005EDE93,"Texto Consolidado, Decreto Ejecutivo N°. 69-2008, Política Nacional de Desarrollo Sostenible del Sector Forestal de Nicaragua",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=76BDD1358CF1735D06258AC1005EDE93&action=openDocument
142C5FAA76136E2806258AC1005F4902,"Texto Consolidado, Decreto Ejecutivo N°. 78-2003, De Establecimiento de la Política Nacional de Humedales",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=142C5FAA76136E2806258AC1005F4902&action=openDocument
0A3F439C16A7488E06258AC1005FB3A1,"Texto Consolidado, Decreto Ejecutivo N°. 68-2001, Creación de Unidades de Gestión Ambiental",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=0A3F439C16A7488E06258AC1005FB3A1&action=openDocument
0C1A63415C8C952006258AC2004E7C76,"Texto Consolidado, Ley N°. 807, Ley de Conservación y Utilización Sostenible de la Diversidad Biológica",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=0C1A63415C8C952006258AC2004E7C76&action=openDocument
C06E7C271395CCF906258AC4004C6BCB,"Texto Consolidado, Decreto Ejecutivo Nº. 9-96, Reglamento de la Ley General del Medio Ambiente y los Recursos Naturales",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C06E7C271395CCF906258AC4004C6BCB&action=openDocument
130DB7BEF926032806258AC4004E6315,"Texto Consolidado, Decreto Ejecutivo Nº. 73-2003, Reglamento de la Ley N°. 462, Ley de Conservación, Fomento y Desarrollo Sostenible del Sector Forestal",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=130DB7BEF926032806258AC4004E6315&action=openDocument
D1724339F9186A6A06258AC4005014FD,"Texto Consolidado, Decreto Ejecutivo Nº. 52-98, Reglamento de la Ley General de Servicios de Agua Potable y Alcantarillado Sanitario",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=D1724339F9186A6A06258AC4005014FD&action=openDocument
1FEF023D822F6F9E06258AC400511327,"Texto Consolidado, Decreto Ejecutivo N°. 01-2007, Reglamento de Áreas Protegidas de Nicaragua",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=1FEF023D822F6F9E06258AC400511327&action=openDocument
4DF0744D898255FA06258AC40051DC70,"Texto Consolidado, Decreto Ejecutivo N°. 91-2001, Reglamento del Fondo Nacional del Ambiente",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=4DF0744D898255FA06258AC40051DC70&action=openDocument
6CBE0EEEAFA1180906258AC400552A3C,"Texto Consolidado, Decreto Ejecutivo N°. 21-2017, Reglamento en el que se Establecen las Disposiciones para el Vertido de Aguas Residuales",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=6CBE0EEEAFA1180906258AC400552A3C&action=openDocument
2AAB47141DF2B05706258AC5004CE23B,"Texto Consolidado, Ley N°. 79, Ley Creadora del Parque Nacional Volcán Masaya",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=2AAB47141DF2B05706258AC5004CE23B&action=openDocument
829137E86B0C09C006258AC5004D728F,"Texto Consolidado, Ley N°. 168, Ley que Prohíbe el Tráfico de Desechos Peligrosos y Sustancias Tóxicas",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=829137E86B0C09C006258AC5004D728F&action=openDocument
C0DA4C04ACDE461206258AC5004DFF6C,"Texto Consolidado, Decreto-Ley N°. 1294, Creación de Refugio de Vida Silvestre Río Escalante – Chacocente",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C0DA4C04ACDE461206258AC5004DFF6C&action=openDocument
0F6E42A9D5C2C9FE06258AC5004E6B92,"Texto Consolidado, Decreto Ejecutivo Nº. 526, Creación de Reserva Genética Forestal",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=0F6E42A9D5C2C9FE06258AC5004E6B92&action=openDocument
AD55C588841C341006258AC9004D347E,"Texto Consolidado, Ley Nº. 297, Ley General de Servicios de Agua Potable y Alcantarillado Sanitario",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=AD55C588841C341006258AC9004D347E&action=openDocument
CB917E2B71BB063C06258AC9004DCA2E,"Texto Consolidado, Decreto Ejecutivo N°. 42-91, Declaración de Áreas Protegidas en Varios Cerros Macizos Montañosos, Volcanes y Lagunas del País",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=CB917E2B71BB063C06258AC9004DCA2E&action=openDocument
2C926E1D130AF39E06258AC9004E7437,"Texto Consolidado, Ley Nº. 585, Ley de Veda para el Corte, Aprovechamiento y Comercialización del Recurso Forestal",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=2C926E1D130AF39E06258AC9004E7437&action=openDocument
D59232C9185C907006258AC9004F299E,"Texto Consolidado, Decreto-Ley N°. 1194, Creación del Parque Nacional Archipiélago Zapatera",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=D59232C9185C907006258AC9004F299E&action=openDocument
848B777DAC7AE2FD06258AC9006E6890,"Texto Consolidado, Decreto Ejecutivo N°. 35-93, Declaración de Área Natural Protegida El Chocoyero - El Brujo",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=848B777DAC7AE2FD06258AC9006E6890&action=openDocument
B422247DDCD4E4A406258AC9006F195A,"Texto Consolidado, Decreto Ejecutivo Nº. 6-96, Creación del Parque Histórico Nacional Loma de Tiscapa",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=B422247DDCD4E4A406258AC9006F195A&action=openDocument
D4BA16553FBB0C3406258AC9006F9894,"Texto Consolidado, Decreto Ejecutivo N°. 45-98, Disposiciones para la Fijación de las Tarifas en el Sector de Agua Potable y Alcantarillado Sanitario",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=D4BA16553FBB0C3406258AC9006F9894&action=openDocument
758EBB18BA79C1F006258ACA005905F3,"Texto Consolidado, Decreto Ejecutivo Nº. 36-2002, Para la Administración del Sistema de Evaluación Ambiental en las Regiones Autónomas de la Costa Caribe",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=758EBB18BA79C1F006258ACA005905F3&action=openDocument
C31F16E677EE854806258ACA0059A7BE,"Texto Consolidado, Decreto Ejecutivo Nº. 50-2010, Reglamento de la Ley Especial de los Comités de Agua Potable y Saneamiento (CAPS)",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=C31F16E677EE854806258ACA0059A7BE&action=openDocument
E1C33D6EE9DCDD6C06258ACA005A0FAA,"Texto Consolidado, Decreto Ejecutivo Nº. 77-2003, De Establecimiento de las Disposiciones que Regulan las Descargas de Aguas Residuales Domésticas Provenientes de los Sistemas de Tratamiento en el Lago Xolotlán",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=E1C33D6EE9DCDD6C06258ACA005A0FAA&action=openDocument
1010EBE9C819253206258ACA005A7D4E,"Texto Consolidado, Decreto Ejecutivo N°. 33-2011, Reglamento del Registro Público Nacional de Derechos de Agua y de Prestadores de Servicios",/Normaweb.nsf/xpNormaJuridica.xsp?documentId=1010EBE9C819253206258ACA005A7D4E&action=openDocument
